"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-31 ~ 2026-03-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 60㎡초과~85㎡이하"
"금액선택 : 95000 ~ 115000 만원"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1124","경기도 용인시 수지구 죽전동","832-1","0832","0001","벽산블루밍2단지","84.9900","202512","23","98,800","-","2","개인","개인","1997","용구대로2771번길 66","-","중개거래","경기 용인시 수지구","-"
"1125","경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","84.3852","202512","23","108,000","2202동","15","개인","개인","2016","미사강변서로 45","-","중개거래","경기 하남시, 서울 강동구","26.02.23"
"1126","경기도 화성시 동탄구 산척동","699","0699","0000","동탄 더샵 레이크에듀타운","84.9753","202512","23","96,000","2509동","26","개인","개인","2019"," 20","-","중개거래","경기 화성시 동탄구","26.02.23"
"1127","경기도 광명시 광명동","791-2","0791","0002","광명푸르지오포레나","74.9726","202512","22","115,000","-","23","개인","개인","2023","새터로 90","-","중개거래","경기 광명시","-"
"1128","경기도 안양시 동안구 관양동","1586-5","1586","0005","한가람(삼성)","84.9300","202512","22","95,000","203","14","개인","개인","1995","학의로 146","-","중개거래","경기 안양시 동안구","26.02.23"
"1129","경기도 남양주시 다산동","6235","6235","0000","다산펜테리움리버테라스Ⅱ","84.9527","202512","22","100,000","7509","20","개인","개인","2019","다산지금로146번길 117","-","중개거래","경기 남양주시","26.02.26"
"1130","경기도 하남시 선동","453","0453","0000","미사강변도시 베라체","84.8400","202512","22","109,000","203","9","개인","개인","2015","풍산로 270","-","중개거래","경기 하남시","26.03.24"
"1131","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202512","21","105,500","112","4","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","26.02.23"
"1132","경기도 화성시 동탄구 청계동","525","0525","0000","동탄역시범호반써밋","84.9537","202512","21","98,000","1469","3","개인","개인","2015"," 122","-","중개거래","경기 ","26.02.25"
"1133","경기도 안양시 동안구 비산동","1103-4","1103","0004","은하수신성","84.6000","202512","21","106,000","302","18","개인","개인","1992","달안로 40","-","중개거래","경기 안양시 동안구","26.02.09"
"1134","경기도 하남시 망월동","1177","1177","0000","미사레스티아","84.9786","202512","20","104,500","3104","5","개인","개인","2017","미사강변동로 20","-","중개거래","경기 하남시","26.02.09"
"1135","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.6700","202512","20","111,500","1814동","17","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","25.12.30"
"1136","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.9600","202512","20","111,000","-","8","개인","개인","2016","미사강변서로 127","20260106","중개거래","경기 하남시","-"
"1137","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.9600","202512","20","111,000","1816동","8","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","26.02.27"
"1138","경기도 군포시 금정동","916","0916","0000","힐스테이트금정역","72.9690","202512","20","99,000","-","9","개인","개인","2022","엘에스로 143","-","중개거래","경기 군포시","-"
"1139","경기도 수원시 영통구 하동","994","0994","0000","광교호수마을호반써밋","84.8500","202512","20","112,500","-","4","개인","개인","2011","법조로 134","20260129","중개거래","경기 수원시 영통구","-"
"1140","경기도 수원시 영통구 하동","994","0994","0000","광교호수마을호반써밋","84.8500","202512","20","112,500","-","4","개인","개인","2011","법조로 134","-","중개거래","경기 수원시 영통구","-"
"1141","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202512","20","98,400","-","24","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 동안구, 경기 안양시 만안구","-"
"1142","경기도 화성시 동탄구 청계동","533","0533","0000","동탄역시범반도유보라아이비파크1.0","84.9885","202512","20","104,700","1032동","13","개인","개인","2015"," 168","-","중개거래","경기 화성시 동탄구","26.02.27"
"1143","경기도 화성시 동탄구 청계동","533","0533","0000","동탄역시범반도유보라아이비파크1.0","84.9885","202512","20","101,000","1024동","8","개인","개인","2015"," 168","-","중개거래","경기 화성시 동탄구","26.02.19"
"1144","경기도 화성시 동탄구 청계동","536","0536","0000","시범반도유보라아이비파크4.0","84.9705","202512","20","112,000","-","25","개인","개인","2018"," 134","-","중개거래","경기 화성시 동탄구","-"
"1145","경기도 고양시 덕양구 덕은동","710","0710","0000","DMC한강삼정그린코아더베스트","84.5681","202512","20","104,000","-","5","개인","개인","2023","으뜸로 90","-","중개거래","경기 고양시 덕양구","-"
"1146","경기도 화성시 동탄구 여울동","972","0972","0000","동탄역 반도유보라 아이비파크6.0","84.9885","202512","20","107,000","804동","10","개인","개인","2017"," 479-12","-","중개거래","경기 화성시 동탄구","26.03.06"
"1147","경기도 안양시 동안구 평촌동","897-7","0897","0007","초원LG","84.9000","202512","20","96,500","501","1","개인","개인","1993","부림로 52","-","중개거래","경기 안양시 동안구, 경기 안양시 만안구","26.02.19"
"1148","경기도 하남시 풍산동","559","0559","0000","미사강변브라운스톤엔에이치에프","74.9700","202512","20","96,700","2408동","1","개인","개인","2018","미사강변동로 47","-","중개거래","경기 하남시","26.02.26"
"1149","경기도 하남시 풍산동","470","0470","0000","미사강변동일하이빌","74.9400","202512","20","102,500","2004동","23","개인","개인","2018","미사강변서로 85","-","중개거래","경기 양주시, 경기 하남시","26.03.13"
"1150","경기도 수원시 영통구 망포동","728","0728","0000","힐스테이트영통","84.8897","202512","20","114,000","119동","3","개인","개인","2017","덕영대로 1462-14","-","중개거래","경기 수원시 영통구","26.02.24"
"1151","경기도 하남시 선동","445","0445","0000","미사강변리슈빌엔에이치에프","84.9400","202512","20","99,500","408동","9","개인","개인","2018","미사강변북로 25","-","중개거래","경기 하남시","26.01.06"
"1152","경기도 하남시 선동","423","0423","0000","리버나인RIVERNINE","84.8900","202512","20","106,500","901","25","개인","개인","2014","미사강변한강로 110","-","중개거래","경기 하남시","26.03.06"
"1153","경기도 수원시 팔달구 매교동","300","0300","0000","매교역푸르지오SKVIEW","84.9700","202512","20","97,000","124","11","개인","개인","2023","인계로 20","-","중개거래","경기 수원시 팔달구","26.02.13"
"1154","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202512","20","109,500","503","9","개인","개인","2007","동천로 64","-","중개거래","경기 용인시 수지구","26.03.16"
"1155","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9554","202512","20","106,700","108동","26","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","26.03.04"
"1156","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202512","20","105,000","111","7","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","26.03.20"
"1157","경기도 남양주시 별내동","999","0999","0000","별내자이더스타","84.9734","202512","20","101,500","101동","6","개인","개인","2023","별내1로 13-21","-","중개거래","경기 남양주시","26.02.24"
"1158","경기도 남양주시 별내동","999","0999","0000","별내자이더스타","84.9734","202512","20","101,500","-","6","개인","개인","2023","별내1로 13-21","20260105","중개거래","경기 남양주시","-"
"1159","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202512","20","104,000","105","7","개인","개인","1994","수지로342번길 18","-","중개거래","경기 용인시 수지구","26.03.20"
"1160","경기도 남양주시 다산동","6029","6029","0000","다산롯데캐슬","84.9700","202512","20","95,000","2208동","27","개인","개인","2017","다산중앙로146번길 7","-","중개거래","경기 남양주시","26.02.05"
"1161","경기도 남양주시 다산동","6092","6092","0000","힐스테이트다산","84.6913","202512","20","95,000","5208동","21","개인","개인","2018","다산순환로 365","-","중개거래","경기 남양주시","26.02.20"
"1162","경기도 남양주시 다산동","6092","6092","0000","힐스테이트다산","84.9076","202512","20","95,700","5207동","15","개인","개인","2018","다산순환로 365","-","중개거래","경기 남양주시","25.12.26"
"1163","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202512","19","98,000","-","18","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구, 서울 양천구","-"
"1164","경기도 안양시 동안구 호계동","1296","1296","0000","평촌어바인퍼스트","84.6000","202512","19","109,500","117","4","개인","개인","2021","경수대로 581","-","중개거래","경기 안양시 동안구","26.02.27"
"1165","경기도 하남시 덕풍동","731","0731","0000","하남풍산아이파크(5단지)","84.9620","202512","19","97,500","505","5","개인","개인","2008","덕풍서로 65","-","중개거래","서울 강동구","26.01.26"
"1166","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202512","19","106,000","-","20","개인","개인","2001","학의로 390","-","중개거래","경기 안양시 동안구","-"
"1167","경기도 안양시 동안구 비산동","1185","1185","0000","평촌자이아이파크","75.9534","202512","19","97,800","115","10","개인","개인","2021","비산로 22","-","중개거래","경기 안양시 동안구","26.02.12"
"1168","경기도 안양시 동안구 비산동","1103","1103","0000","은하수벽산","84.9000","202512","19","101,000","-","12","개인","개인","1992","시민대로159번길 62","-","중개거래","경기 안양시 동안구","-"
"1169","경기도 안양시 동안구 평촌동","898","0898","0000","초원성원","84.9900","202512","19","99,500","102","9","개인","개인","1992","관평로138번길 12","-","중개거래","경기 안양시 동안구","26.03.13"
"1170","경기도 용인시 수지구 풍덕천동","1060","1060","0000","신정7단지(상록)공무원","84.9800","202512","19","100,000","704","1","개인","개인","2000","풍덕천로 75","-","중개거래","경기 수원시 영통구","26.01.20"
"1171","경기도 군포시 금정동","916","0916","0000","힐스테이트금정역","84.8291","202512","19","115,000","-","25","개인","개인","2022","엘에스로 143","-","중개거래","경기 군포시","-"
"1172","경기도 용인시 기흥구 보정동","1267","1267","0000","죽현마을아이파크","84.7616","202512","19","97,000","-","6","개인","개인","2004","보정로 87","-","중개거래","경기 용인시 기흥구","-"
"1173","경기도 성남시 수정구 고등동","582","0582","0000","판교밸리자이1단지","60.9892","202512","19","98,500","101","8","개인","개인","2023","대왕판교로 995","-","중개거래","경기 성남시 수정구","26.02.26"
"1174","경기도 수원시 팔달구 매교동","300","0300","0000","매교역푸르지오SKVIEW","84.9700","202512","19","95,500","111","11","개인","개인","2023","인계로 20","-","중개거래","경기 수원시 팔달구","26.02.19"
"1175","경기도 수원시 영통구 하동","994","0994","0000","광교호수마을호반써밋","84.9600","202512","19","108,000","3002","3","개인","개인","2011","법조로 134","-","중개거래","경기 수원시 영통구","26.02.27"
"1176","경기도 광명시 철산동","449","0449","0000","주공12","60.2100","202512","19","102,000","-","7","개인","개인","1986","디지털로 63","-","중개거래","경기 광명시","-"
"1177","경기도 하남시 선동","445","0445","0000","미사강변리슈빌엔에이치에프","74.9600","202512","19","97,000","410동","26","개인","개인","2018","미사강변북로 25","-","중개거래","경기 하남시","26.01.07"
"1178","경기도 고양시 일산서구 대화동","2603","2603","0000","한화 포레나 킨텍스","84.4278","202512","19","109,500","101동","17","개인","개인","2019","킨텍스로 240","-","중개거래","경기 고양시 일산서구","26.02.25"
"1179","경기도 하남시 신장동","569","0569","0000","대명강변타운","84.8300","202512","19","108,000","116","2","개인","개인","2007","대청로 79","-","직거래","-","26.01.15"
"1180","경기도 성남시 중원구 여수동","600","0600","0000","센트럴타운(3단지)","74.9500","202512","19","108,000","304","1","개인","개인","2012","성남대로 1000","-","중개거래","경기 성남시 중원구","26.01.29"
"1181","경기도 하남시 덕풍동","823","0823","0000","하남풍산아이파크(1단지)","84.9660","202512","19","100,000","114","11","개인","개인","2008","덕풍남로 11","-","중개거래","경기 하남시","26.03.26"
"1182","경기도 안양시 동안구 평촌동","101","0101","0000","인덕원대림2차","84.9200","202512","19","97,700","204","7","개인","개인","2004","흥안대로414번길 39","-","중개거래","경기 안양시 동안구","26.03.17"
"1183","경기도 안양시 동안구 평촌동","898","0898","0000","초원성원","84.9900","202512","19","100,000","101","21","개인","개인","1992","관평로138번길 12","-","중개거래","경기 안양시 동안구","26.02.12"
"1184","경기도 의왕시 내손동","846","0846","0000","의왕내손e편한세상","84.9200","202512","19","99,800","1408","15","개인","개인","2012","내손로 57","-","중개거래","경기 의왕시","26.03.06"
"1185","경기도 의왕시 내손동","844","0844","0000","인덕원 센트럴 자이 1단지","84.9820","202512","19","111,000","103","10","개인","개인","2009","내손로 13","-","중개거래","경기 의왕시","26.02.26"
"1186","경기도 안양시 동안구 호계동","1296","1296","0000","평촌어바인퍼스트","84.6000","202512","19","110,000","115","6","개인","개인","2021","경수대로 581","-","중개거래","경기 안양시 동안구","26.02.19"
"1187","경기도 화성시 동탄구 여울동","973","0973","0000","동탄역 반도유보라 아이비파크 8.0","76.1872","202512","19","111,000","205동","25","개인","개인","2018"," 73","-","중개거래","경기 화성시 동탄구","26.03.03"
"1188","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202512","19","98,000","-","18","개인","개인","2016","안양천서로 177","20260211","중개거래","경기 안양시 만안구, 서울 양천구","-"
"1189","경기도 수원시 영통구 이의동","1200","1200","0000","광교2차e편한세상","84.6861","202512","18","108,500","-","9","개인","개인","2011","웰빙타운로 50","20260122","중개거래","경기 수원시 영통구","-"
"1190","경기도 수원시 영통구 이의동","1200","1200","0000","광교2차e편한세상","84.6861","202512","18","108,500","-","9","개인","개인","2011","웰빙타운로 50","-","중개거래","경기 수원시 영통구","-"
"1191","경기도 용인시 수지구 풍덕천동","700-1","0700","0001","현대","84.5100","202512","18","100,800","112","3","개인","개인","1994","수지로342번길 18","-","중개거래","경기 수원시 영통구, 경기 용인시 수지구","26.03.06"
"1192","경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","74.7041","202512","18","98,000","2201동","4","개인","개인","2016","미사강변서로 45","-","중개거래","경기 하남시","26.02.25"
"1193","경기도 용인시 수지구 풍덕천동","1025","1025","0000","신정마을우성","84.9000","202512","18","105,000","603","14","개인","개인","2000","정평로 41","-","중개거래","경기 용인시 수지구","26.02.20"
"1194","경기도 용인시 수지구 상현동","1113","1113","0000","광교더힐","84.8000","202512","18","114,500","4501","8","개인","개인","2014","광교마을로 11","-","중개거래","경기 용인시 수지구","26.02.10"
"1195","경기도 성남시 중원구 금광동","1016","1016","0000","e편한세상금빛그랑메종4단지","74.6200","202512","18","105,000","405","24","개인","개인","2023","금광로 71","-","중개거래","경기 성남시 중원구","26.02.27"
"1196","경기도 구리시 교문동","826","0826","0000","토평신명","84.6300","202512","18","97,000","-","1","개인","개인","2001","장자호수길 71","-","중개거래","경기 구리시","-"
"1197","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202512","18","98,000","112동","7","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","26.02.20"
"1198","경기도 하남시 덕풍동","946","0946","0000","하남더샵센트럴뷰","84.9410","202512","18","104,500","108동","5","개인","개인","2016","하남대로 856","-","중개거래","경기 하남시","26.03.17"
"1199","경기도 남양주시 별내동","999","0999","0000","별내자이더스타","84.9734","202512","18","110,000","102동","17","개인","개인","2023","별내1로 13-21","-","중개거래","경기 남양주시","26.03.26"
"1200","경기도 수원시 팔달구 매교동","300","0300","0000","매교역푸르지오SKVIEW","84.9700","202512","17","97,200","-","13","개인","개인","2023","인계로 20","20260107","중개거래","경기 수원시 팔달구","-"
"1201","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","83.8821","202512","17","115,000","-","15","개인","개인","2003","진산로 90","-","중개거래","경기 용인시 수지구","-"
"1202","경기도 수원시 팔달구 매교동","300","0300","0000","매교역푸르지오SKVIEW","84.9700","202512","17","97,200","133","13","개인","개인","2023","인계로 20","-","중개거래","경기 수원시 팔달구","26.02.27"
"1203","경기도 수원시 영통구 망포동","728","0728","0000","힐스테이트영통","84.5303","202512","17","106,000","110동","2","개인","개인","2017","덕영대로 1462-14","-","중개거래","경기 수원시 영통구","26.02.12"
"1204","경기도 하남시 망월동","946","0946","0000","미사강변 파크뷰","74.9600","202512","17","98,000","1204","18","개인","개인","2015","미사강변동로 177","-","중개거래","경기 하남시","26.02.20"
"1205","경기도 광명시 광명동","787-4","0787","0004","광명아크포레자이위브","72.2441","202512","17","97,500","1102","10","개인","개인","2021","새터로 44-7","-","중개거래","경기 광명시","26.02.27"
"1206","경기도 하남시 망월동","946","0946","0000","미사강변 파크뷰","74.9600","202512","17","97,000","1206","18","개인","개인","2015","미사강변동로 177","-","중개거래","경기 하남시","26.02.20"
"1207","경기도 안산시 단원구 고잔동","782","0782","0000","안산레이크타운푸르지오","84.6732","202512","17","95,000","-","7","개인","개인","2016","광덕동로 25","-","중개거래","경기 안산시 단원구, 경기 안산시 상록구","-"
"1208","경기도 광명시 광명동","787-4","0787","0004","광명아크포레자이위브","84.9716","202512","17","109,500","1105","18","개인","개인","2021","새터로 44-7","-","중개거래","경기 광명시, 서울 강남구","26.02.25"
"1209","경기도 성남시 수정구 고등동","592","0592","0000","판교밸리호반써밋","84.9872","202512","17","115,000","211동","8","개인","개인","2019","고등로 34","-","중개거래","경기 성남시 수정구","26.02.26"
"1210","경기도 성남시 분당구 대장동","592","0592","0000","판교퍼스트힐푸르지오1단지","84.9700","202512","17","110,000","107","3","개인","개인","2021","판교대장로7길 69","-","중개거래","경기 부천시 원미구, 경기 성남시 분당구","26.02.23"
"1211","경기도 화성시 동탄구 산척동","699","0699","0000","동탄 더샵 레이크에듀타운","84.4190","202512","17","95,700","-","27","개인","개인","2019"," 20","20260320","중개거래","경기 화성시 동탄구","-"
"1212","경기도 안양시 동안구 호계동","1057","1057","0000","무궁화경남","84.9000","202512","17","107,000","303","11","개인","개인","1994","귀인로172번길 22","-","중개거래","경기 안양시 동안구","26.02.02"
"1213","경기도 화성시 동탄구 산척동","699","0699","0000","동탄 더샵 레이크에듀타운","84.4190","202512","17","95,700","2508동","27","개인","개인","2019"," 20","-","중개거래","경기 화성시 동탄구","26.03.20"
"1214","경기도 하남시 망월동","1177","1177","0000","미사레스티아","84.9786","202512","17","105,000","3107","25","개인","개인","2017","미사강변동로 20","-","중개거래","경기 하남시","26.02.27"
"1215","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202512","16","98,000","211동","21","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","26.02.26"
"1216","경기도 하남시 풍산동","559","0559","0000","미사강변브라운스톤엔에이치에프","84.9900","202512","16","104,000","2408동","12","개인","개인","2018","미사강변동로 47","-","중개거래","경기 하남시","26.01.08"
"1217","경기도 하남시 풍산동","565","0565","0000","미사강변아란티움","84.9700","202512","16","101,000","2504동","16","개인","개인","2018","미사강변중앙로 120","-","중개거래","경기 하남시","26.01.08"
"1218","경기도 성남시 분당구 야탑동","215","0215","0000","매화마을공무원2","66.6000","202512","16","98,000","-","10","개인","개인","1995","장미로 139","-","중개거래","경기 성남시 분당구","-"
"1219","경기도 성남시 중원구 중앙동","710","0710","0000","롯데캐슬","84.9400","202512","16","100,000","106","1","개인","개인","2012","희망로 415","-","중개거래","서울 강동구","26.02.02"
"1220","경기도 고양시 일산서구 대화동","2603","2603","0000","한화 포레나 킨텍스","84.4989","202512","16","103,500","106동","47","개인","개인","2019","킨텍스로 240","-","중개거래","경기 고양시 일산서구","26.01.16"
"1221","경기도 용인시 기흥구 구갈동","660","0660","0000","힐스테이트기흥","84.5111","202512","16","107,000","-","45","개인","개인","2018","기흥역로 63","-","중개거래","경기 수원시 영통구, 경기 용인시 기흥구","-"
"1222","경기도 고양시 덕양구 덕은동","596","0596","0000","DMC한강호반써밋","84.9773","202512","16","104,000","105동","5","개인","개인","2022","대덕산로 31","-","중개거래","경기 고양시 덕양구","26.02.13"
"1223","경기도 화성시 동탄구 청계동","513","0513","0000","동탄역시범리슈빌아파트","84.8700","202512","16","109,500","925","13","개인","개인","2015"," 236","-","중개거래","경기 화성시 동탄구","26.02.26"
"1224","경기도 화성시 동탄구 여울동","971","0971","0000","동탄역반도유보라아이비파크7.0","76.1872","202512","16","109,500","103동","47","개인","개인","2019"," 63","-","중개거래","경기 ","26.02.11"
"1225","경기도 안양시 동안구 비산동","1103","1103","0000","은하수벽산","84.9000","202512","16","104,000","제204","16","개인","개인","1992","시민대로159번길 62","-","중개거래","경기 안양시 동안구","26.03.26"
"1226","경기도 화성시 동탄구 여울동","975","0975","0000","동탄역삼정그린코아","81.3533","202512","16","115,000","-","34","개인","개인","2022"," 62","-","중개거래","경기 ","-"
"1227","경기도 고양시 덕양구 지축동","904","0904","0000","지축역센트럴푸르지오","84.8637","202512","16","104,500","101동","18","개인","개인","2019","지축로 55","-","중개거래","경기 고양시 덕양구","26.02.06"
"1228","경기도 용인시 수지구 풍덕천동","1060","1060","0000","신정7단지(상록)공무원","84.9800","202512","16","111,000","703","11","개인","개인","2000","풍덕천로 75","-","중개거래","경기 용인시 수지구","26.02.27"
"1229","경기도 용인시 기흥구 보정동","1267","1267","0000","죽현마을아이파크","84.7616","202512","16","104,000","-","8","개인","개인","2004","보정로 87","-","중개거래","경기 용인시 기흥구","-"
"1230","경기도 하남시 망월동","946","0946","0000","미사강변 파크뷰","84.9200","202512","16","105,000","1207","4","개인","개인","2015","미사강변동로 177","-","중개거래","경기 하남시","26.02.02"
"1231","경기도 하남시 망월동","946","0946","0000","미사강변 파크뷰","84.9200","202512","16","105,000","-","20","개인","개인","2015","미사강변동로 177","-","중개거래","경기 하남시","-"
"1232","경기도 남양주시 다산동","6235","6235","0000","다산펜테리움리버테라스Ⅱ","84.8937","202512","16","95,000","-","11","개인","개인","2019","다산지금로146번길 117","-","중개거래","경기 남양주시","-"
"1233","경기도 하남시 선동","423","0423","0000","리버나인RIVERNINE","84.9700","202512","16","104,500","901","15","개인","개인","2014","미사강변한강로 110","-","중개거래","경기 하남시","26.02.06"
"1234","경기도 성남시 중원구 여수동","600","0600","0000","센트럴타운(3단지)","74.9500","202512","16","113,000","-","1","개인","개인","2012","성남대로 1000","-","중개거래","경기 성남시 중원구","-"
"1235","경기도 성남시 분당구 대장동","641","641","0000","판교더샵포레스트12단지","84.9852","202512","15","115,000","1201","5","개인","개인","2021","판교대장로5길 30","-","중개거래","경기 성남시 분당구","26.02.27"
"1236","경기도 용인시 기흥구 보정동","878-18","0878","0018","성호샤인힐즈아파트","84.9830","202512","15","96,000","-","5","개인","개인","2005","이현로29번길 72-38","-","중개거래","경기 수원시 장안구, 경기 용인시 기흥구","-"
"1237","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202512","15","99,000","202동","7","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","25.12.29"
"1238","경기도 용인시 기흥구 구갈동","660","0660","0000","힐스테이트기흥","84.9545","202512","14","103,500","201동","17","개인","개인","2018","기흥역로 63","-","중개거래","경기 용인시 기흥구","26.03.03"
"1239","경기도 고양시 덕양구 덕은동","658","0658","0000","DMC한강숲중흥S-CLASS","84.9693","202512","13","102,000","106동","9","개인","개인","2022","대덕산로 123","-","중개거래","경기 고양시 덕양구, 인천 부평구","26.02.02"
"1240","경기도 의왕시 포일동","441-2","0441","0002","인덕원삼호","84.9900","202512","13","105,000","-","13","개인","개인","1993","안양판교로 64","20260108","중개거래","경기 의왕시","-"
"1241","경기도 의왕시 포일동","441-2","0441","0002","인덕원삼호","84.9900","202512","13","105,000","6","13","개인","개인","1993","안양판교로 64","-","중개거래","경기 의왕시","26.02.19"
"1242","경기도 의왕시 내손동","846","0846","0000","의왕내손e편한세상","84.7610","202512","13","98,000","1107","3","개인","개인","2012","내손중앙로 11","-","중개거래","경기 의왕시","26.03.13"
"1243","경기도 의왕시 내손동","846","0846","0000","의왕내손e편한세상","84.9200","202512","13","100,000","1408","24","개인","개인","2012","내손로 57","-","중개거래","경기 의왕시","26.02.06"
"1244","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.8600","202512","13","110,000","1809동","17","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","26.02.25"
"1245","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.6700","202512","13","109,700","1802동","16","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","26.01.16"
"1246","경기도 성남시 분당구 대장동","592","0592","0000","판교퍼스트힐푸르지오1단지","84.9700","202512","13","113,000","-","9","개인","개인","2021","판교대장로7길 69","-","중개거래","경기 성남시 분당구","-"
"1247","경기도 군포시 산본동","1240","1240","0000","래미안하이어스","84.9700","202512","13","97,000","-","6","개인","개인","2010","금산로 91","-","중개거래","경기 군포시","-"
"1248","경기도 성남시 중원구 중앙동","577","0577","0000","중앙동힐스테이트2차","84.9800","202512","13","95,000","212","12","개인","개인","2014","시민로 66","-","중개거래","경기 성남시 중원구","26.03.03"
"1249","경기도 하남시 풍산동","470","0470","0000","미사강변동일하이빌","74.9400","202512","13","103,000","2005동","24","개인","개인","2018","미사강변서로 85","-","중개거래","경기 하남시","26.03.03"
"1250","경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","84.3852","202512","13","109,500","2201동","21","개인","개인","2016","미사강변서로 45","-","중개거래","경기 하남시","26.02.27"
"1251","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.8800","202512","13","112,500","104","20","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","26.02.27"
"1252","경기도 용인시 기흥구 구갈동","660","0660","0000","힐스테이트기흥","84.9519","202512","13","105,000","-","29","개인","개인","2018","기흥역로 63","20260129","중개거래","경기 용인시 기흥구","-"
"1253","경기도 용인시 기흥구 보정동","1271","1271","0000","죽현마을동원로얄듀크","84.6038","202512","13","109,000","310","6","개인","개인","2006","죽현로 12","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","26.01.23"
"1254","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","74.8994","202512","13","99,800","104동","28","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","26.02.27"
"1255","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","78.2273","202512","13","103,000","110동","16","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","26.02.26"
"1256","경기도 고양시 일산서구 대화동","2603","2603","0000","한화 포레나 킨텍스","84.4989","202512","13","113,500","105동","40","개인","개인","2019","킨텍스로 240","-","중개거래","경기 고양시 일산서구","26.02.26"
"1257","경기도 용인시 수지구 상현동","1214","1214","0000","더샵수지포레","84.3918","202512","13","99,000","102동","23","개인","개인","2019","만현로67번길 20","-","중개거래","경기 용인시 수지구","26.02.23"
"1258","경기도 고양시 덕양구 덕은동","593","0593","0000","DMC자이더포레리버뷰","84.9961","202512","13","107,000","-","19","개인","개인","2022","대덕산로 21","-","중개거래","경기 고양시 덕양구","-"
"1259","경기도 광명시 하안동","863","0863","0000","광명 두산위브 트레지움","84.9962","202512","13","104,000","108","5","개인","개인","2009","광덕산로 26","-","중개거래","경기 광명시","26.01.26"
