"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-31 ~ 2026-03-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 60㎡초과~85㎡이하"
"금액선택 : 95000 ~ 115000 만원"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2717","경기도 안양시 동안구 평촌동","898-6","0898","0006","초원마을대원","84.9700","202509","22","113,000","304","10","개인","개인","1993","부림로 55","-","중개거래","경기 안양시 동안구","25.12.15"
"2718","경기도 성남시 분당구 대장동","638","638","0000","판교더샵포레스트11단지","84.9864","202509","22","105,000","1106","1","개인","개인","2021","판교대장로5길 58","-","중개거래","경기 성남시 분당구","25.10.23"
"2719","경기도 하남시 감이동","530","0530","0000","감일한라비발디","84.8700","202509","22","115,000","1206동","28","개인","개인","2019","감일백제로 65","-","중개거래","경기 하남시","25.11.25"
"2720","경기도 안양시 동안구 호계동","1296","1296","0000","평촌어바인퍼스트","84.6000","202509","22","105,000","116","6","개인","개인","2021","경수대로 581","-","중개거래","경기 안양시 동안구","25.11.28"
"2721","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","74.9600","202509","22","113,000","111","17","개인","개인","2024","수정로 260","-","중개거래","경기 성남시 수정구, 서울 송파구","26.01.08"
"2722","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9700","202509","22","115,000","114","10","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","25.12.15"
"2723","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","84.9800","202509","22","95,500","505","8","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구","25.12.26"
"2724","경기도 광명시 철산동","449","0449","0000","주공12","60.2100","202509","21","99,900","1216","10","개인","개인","1986","디지털로 63","-","중개거래","경기 광명시","25.12.19"
"2725","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","74.9600","202509","21","104,500","202","1","개인","개인","2024","수정로 288","-","중개거래","경기 성남시 수정구","26.01.29"
"2726","경기도 하남시 풍산동","568","0568","0000","이편한세상미사","84.9400","202509","21","106,000","102동","24","개인","개인","2018","미사강변중앙로 90","-","중개거래","경기 하남시, 서울 강동구","26.01.12"
"2727","경기도 성남시 중원구 금광동","1020","1020","0000","e편한세상금빛그랑메종5단지","84.9800","202509","21","95,000","505","14","개인","개인","2023","금광로 72","-","중개거래","경기 성남시 중원구","26.01.30"
"2728","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202509","20","97,700","116","21","개인","개인","2001","학의로 390","-","중개거래","경기 안양시 동안구","26.01.16"
"2729","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","74.9200","202509","20","109,500","205","7","개인","개인","2024","수정로 288","-","중개거래","경기 성남시 수정구","25.12.31"
"2730","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","74.9600","202509","20","110,000","101","8","개인","개인","2024","수정로 260","-","중개거래","경기 성남시 수정구","25.12.15"
"2731","경기도 성남시 분당구 구미동","211","0211","0000","무지개(1단지)(대림)","84.9700","202509","20","102,000","104","2","개인","개인","1995","미금로 23","-","중개거래","경기 성남시 분당구","26.01.30"
"2732","경기도 성남시 분당구 구미동","221","0221","0000","무지개(5단지)(청구)","85.0000","202509","20","114,000","504","2","개인","개인","1995","무지개로 144","-","중개거래","경기 성남시 분당구","25.11.26"
"2733","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","84.2102","202509","20","110,000","523","13","개인","개인","2003","진산로66번길 10","-","중개거래","경기 용인시 수지구","25.12.18"
"2734","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","84.2102","202509","20","105,000","511","10","개인","개인","2003","진산로 90","-","중개거래","경기 용인시 수지구","25.11.20"
"2735","경기도 고양시 덕양구 덕은동","658","0658","0000","DMC한강숲중흥S-CLASS","84.9586","202509","20","100,000","112동","12","개인","개인","2022","대덕산로 123","-","중개거래","경기 고양시 덕양구","26.02.24"
"2736","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","84.9800","202509","20","97,800","104","8","개인","개인","2010","오리로 801","-","중개거래","경기 시흥시","25.10.24"
"2737","경기도 안양시 동안구 관양동","1510-1","1510","0001","인덕원마을(삼성)","84.9300","202509","20","113,500","104","12","개인","개인","1998","안양판교로 42","-","중개거래","경기 안양시 동안구","25.11.21"
"2738","경기도 안양시 동안구 관양동","1651","1651","0000","동편마을(3단지)","84.6400","202509","20","103,500","318","12","개인","개인","2012","동편로 110","-","중개거래","경기 안양시 동안구","26.01.12"
"2739","경기도 광명시 하안동","863","0863","0000","광명 두산위브 트레지움","84.9861","202509","20","103,500","102","6","개인","개인","2009","광덕산로 26","-","중개거래","경기 광명시","25.12.01"
"2740","경기도 안양시 동안구 호계동","1296","1296","0000","평촌어바인퍼스트","84.6000","202509","20","104,500","112","5","개인","개인","2021","경수대로 581","-","중개거래","경기 안양시 동안구","25.12.05"
"2741","경기도 성남시 분당구 서현동","308","0308","0000","효자촌(대우)","70.6860","202509","20","111,000","611","25","개인","개인","1994","분당로263번길 13","-","중개거래","경기 성남시 분당구","25.12.15"
"2742","경기도 수원시 영통구 망포동","766","0766","0000","영통아이파크캐슬1단지","84.6900","202509","20","99,000","111동","14","개인","개인","2019","덕영대로 1410","-","중개거래","경기 수원시 영통구","26.01.30"
"2743","경기도 성남시 분당구 서현동","310","0310","0000","효자촌(대창)","70.6860","202509","20","114,500","614","4","개인","개인","1994","분당로263번길 13","-","중개거래","경기 성남시 분당구","26.03.03"
"2744","경기도 화성시 동탄구 청계동","520","0520","0000","동탄역 시범한화 꿈에그린 프레스티지","84.5100","202509","20","115,000","1424동","6","개인","개인","2015","동탄대로시범길 20","-","중개거래","경기 화성시","25.12.18"
"2745","경기도 화성시 동탄구 청계동","525","0525","0000","동탄역시범호반써밋","84.9698","202509","20","95,000","-","7","개인","개인","2015","동탄대로시범길 122","-","중개거래","경기 화성시","-"
"2746","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","69.9800","202509","20","99,000","910","5","개인","개인","2015","동탄대로시범길 276","-","중개거래","경기 화성시","25.12.09"
"2747","경기도 화성시 동탄구 청계동","536","0536","0000","시범반도유보라아이비파크4.0","84.9705","202509","20","105,000","1502동","29","개인","개인","2018"," 134","-","중개거래","경기 화성시 동탄구","26.01.30"
"2748","경기도 성남시 분당구 대장동","638","638","0000","판교더샵포레스트11단지","84.9950","202509","20","106,800","1106","11","개인","개인","2021","판교대장로5길 58","-","중개거래","경기 성남시 분당구","25.12.30"
"2749","경기도 성남시 분당구 대장동","638","638","0000","판교더샵포레스트11단지","84.9864","202509","20","105,500","1107","2","개인","개인","2021","판교대장로5길 58","-","중개거래","경기 성남시 분당구","25.12.12"
"2750","경기도 수원시 영통구 이의동","1200","1200","0000","광교2차e편한세상","84.6861","202509","20","99,500","-","10","개인","개인","2011","웰빙타운로 50","20251128","중개거래","경기 수원시 영통구","-"
"2751","경기도 성남시 중원구 금광동","1016","1016","0000","e편한세상금빛그랑메종4단지","74.7000","202509","20","95,000","405","6","개인","개인","2023","금광로 71","-","중개거래","경기 성남시 중원구","26.01.23"
"2752","경기도 안양시 동안구 평촌동","898-6","0898","0006","초원마을대원","84.9700","202509","20","106,000","304","9","개인","개인","1993","부림로 55","-","중개거래","경기 안양시 동안구, 경기 의왕시","25.12.19"
"2753","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202509","20","102,000","111","1","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","26.01.16"
"2754","경기도 광명시 일직동","519","0519","0000","광명역푸르지오","84.9214","202509","20","114,000","103동","13","개인","개인","2017","양달로 7","-","중개거래","경기 광명시","26.01.21"
"2755","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9700","202509","20","114,000","-","13","개인","개인","2022","광명로 176","20251018","중개거래","경기 성남시 중원구","-"
"2756","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9700","202509","20","114,000","108","13","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","25.12.05"
"2757","경기도 용인시 수지구 죽전동","1153","1153","0000","현인마을이-편한세상2차","84.9600","202509","20","95,000","202","11","개인","개인","2006","탄천상로 29","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.12.05"
"2758","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202509","20","98,000","111","12","개인","개인","2001","학의로 390","-","중개거래","경기 안양시 동안구","26.01.14"
"2759","경기도 성남시 중원구 금광동","1016","1016","0000","e편한세상금빛그랑메종4단지","84.9800","202509","20","96,000","408","2","개인","개인","2023","금광로 71","-","중개거래","경기 성남시 중원구","26.01.12"
"2760","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","84.9893","202509","20","103,500","105동","25","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","25.11.21"
"2761","경기도 화성시 동탄구 여울동","1020","1020","0000","동탄역린스트라우스","84.2656","202509","20","108,500","-","25","개인","개인","2018"," 102","-","중개거래","경기 ","-"
"2762","경기도 성남시 분당구 야탑동","330","0330","0000","장미마을(동부)","70.5600","202509","20","113,000","139","7","개인","개인","1993","장미로 55","-","중개거래","경기 성남시 분당구","26.01.30"
"2763","경기도 안양시 동안구 호계동","1296","1296","0000","평촌어바인퍼스트","84.6000","202509","20","103,000","117","28","개인","개인","2021","경수대로 581","-","중개거래","경기 안양시 동안구","26.01.20"
"2764","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","74.9300","202509","20","95,000","1817동","9","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","25.11.03"
"2765","경기도 하남시 망월동","946","0946","0000","미사강변 파크뷰","84.7700","202509","20","97,000","1201","13","기타","개인","2015","미사강변동로 177","-","중개거래","경기 하남시","25.12.22"
"2766","경기도 성남시 수정구 단대동","100","0100","0000","단대푸르지오","84.8700","202509","20","99,500","103","2","개인","개인","2012","산성대로437번길 7","-","중개거래","경기 성남시 수정구","25.12.08"
"2767","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.8600","202509","20","103,000","1816동","7","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","25.12.23"
"2768","경기도 하남시 망월동","1162","1162","0000","미사강변 골든 센트로","84.7700","202509","20","108,300","2807","9","개인","개인","2014","미사강변동로 50","-","중개거래","경기 하남시","25.12.18"
"2769","경기도 하남시 감이동","530","0530","0000","감일한라비발디","84.8700","202509","20","111,000","1207동","14","개인","개인","2019","감일백제로 65","-","중개거래","경기 하남시, 서울 송파구","26.01.30"
"2770","경기도 하남시 감이동","535","0535","0000","감일센트레빌","74.8200","202509","20","103,000","1403동","20","개인","개인","2020","감일백제로 35","-","중개거래","경기 하남시","25.12.22"
"2771","경기도 하남시 감이동","535","0535","0000","감일센트레빌","74.8200","202509","20","103,000","1403동","20","개인","개인","2020","감일백제로 35","-","중개거래","경기 하남시","25.12.22"
"2772","경기도 하남시 망월동","1062","1062","0000","미사강변 하우스디 더 레이크","84.9600","202509","20","96,500","1906동","13","개인","개인","2016","미사강변대로 135","-","중개거래","경기 하남시","25.10.13"
"2773","경기도 성남시 수정구 신흥동","6961","6961","0000","산성역자이푸르지오1단지","74.9900","202509","20","115,000","108","3","개인","개인","2024","수정로 260","-","중개거래","경기 성남시 수정구","26.01.13"
"2774","경기도 성남시 분당구 대장동","638","638","0000","판교더샵포레스트11단지","84.9673","202509","19","110,700","1105","5","개인","개인","2021","판교대장로5길 58","-","중개거래","경기 부천시 원미구, 경기 성남시 분당구","26.01.12"
"2775","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202509","19","101,800","503","24","개인","개인","2007","동천로 64","-","중개거래","경기 용인시 수지구","26.01.06"
"2776","경기도 하남시 망월동","1062","1062","0000","미사강변 하우스디 더 레이크","84.9600","202509","19","99,000","1905동","2","개인","개인","2016","미사강변대로 135","-","중개거래","경기 하남시","25.11.28"
"2777","경기도 하남시 망월동","1162","1162","0000","미사강변 골든 센트로","74.9600","202509","19","100,000","2801","21","개인","개인","2014","미사강변동로 50","-","중개거래","경기 하남시","25.12.29"
"2778","경기도 하남시 망월동","1034","1034","0000","미사강변루나리움","84.9700","202509","19","113,000","506동","23","개인","개인","2015","아리수로 499","-","중개거래","경기 하남시","26.01.16"
"2779","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.9800","202509","19","104,000","1815동","10","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","26.03.17"
"2780","경기도 남양주시 별내동","999","0999","0000","별내자이더스타","84.5680","202509","19","110,000","105동","17","개인","개인","2023","별내1로 13-21","-","중개거래","경기 남양주시","26.01.15"
"2781","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","73.9600","202509","19","103,000","910","25","개인","개인","2015","동탄대로시범길 276","-","중개거래","경기 화성시","26.01.07"
"2782","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","73.9600","202509","19","101,000","910","28","개인","개인","2015","동탄대로시범길 276","-","중개거래","경기 화성시","25.12.29"
"2783","경기도 의왕시 포일동","646","0646","0000","인덕원숲속마을4단지","84.8900","202509","19","108,000","406","13","개인","개인","2011","포일세거리로 73","-","중개거래","경기 의왕시","25.11.12"
"2784","경기도 의왕시 포일동","646","0646","0000","인덕원숲속마을4단지","84.8200","202509","19","100,500","409","11","개인","개인","2011","포일세거리로 73","-","중개거래","경기 의왕시","25.12.11"
"2785","경기도 광명시 철산동","634","0634","0000","철산래미안자이","84.6600","202509","19","115,000","114","4","개인","개인","2009","디지털로 56","-","중개거래","경기 광명시","25.11.20"
"2786","경기도 광명시 철산동","637","0637","0000","철산푸르지오하늘채","84.9990","202509","19","115,000","111","12","개인","개인","2010","디지털로 24","-","중개거래","경기 광명시","25.10.10"
"2787","경기도 광명시 철산동","634","0634","0000","철산래미안자이","84.3500","202509","19","114,900","115","18","개인","개인","2009","디지털로 56","-","중개거래","경기 광명시","26.02.27"
"2788","경기도 성남시 분당구 야탑동","330","0330","0000","장미마을(코오롱)1","74.1400","202509","19","108,500","126","2","개인","개인","1993","장미로 55","-","중개거래","경기 성남시 분당구","25.12.17"
"2789","경기도 고양시 덕양구 지축동","904","0904","0000","지축역센트럴푸르지오","84.8637","202509","19","98,000","104동","6","개인","개인","2019","지축로 55","-","중개거래","경기 고양시 덕양구","25.11.26"
"2790","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.9500","202509","19","109,000","105","21","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구, 경기 용인시 기흥구","26.01.15"
"2791","경기도 광명시 광명동","788-1","0788","0001","광명푸르지오센트베르","84.4559","202509","19","109,000","106","12","개인","개인","2022","새터로 27","-","중개거래","경기 광명시","25.12.18"
"2792","경기도 하남시 덕풍동","946","0946","0000","하남더샵센트럴뷰","84.3060","202509","19","99,700","106동","14","개인","개인","2016","하남대로 856","-","중개거래","경기 하남시","25.12.08"
"2793","경기도 하남시 선동","423","0423","0000","리버나인RIVERNINE","84.8900","202509","19","98,000","901","26","개인","개인","2014","미사강변한강로 110","-","중개거래","경기 하남시","26.01.28"
"2794","경기도 성남시 중원구 중앙동","710","0710","0000","롯데캐슬","84.8800","202509","19","96,900","107","5","개인","개인","2012","희망로 415","-","중개거래","경기 성남시 중원구","26.01.12"
"2795","경기도 하남시 망월동","1177","1177","0000","미사레스티아","84.9786","202509","18","101,500","3105","26","개인","개인","2017","미사강변동로 20","-","중개거래","경기 하남시","25.10.17"
"2796","경기도 성남시 분당구 야탑동","517","0517","0000","탑마을(벽산)","69.8700","202509","18","103,000","602","5","개인","개인","1994","야탑로 124","-","중개거래","경기 성남시 분당구","25.10.13"
"2797","경기도 하남시 선동","436","0436","0000","미사강변 센트리버","84.9400","202509","18","110,000","707동","18","개인","개인","2016","미사강변대로 270","-","중개거래","경기 하남시","25.11.07"
"2798","경기도 고양시 덕양구 덕은동","658","0658","0000","DMC한강숲중흥S-CLASS","84.9693","202509","18","99,000","102동","10","개인","개인","2022","대덕산로 123","-","중개거래","경기 고양시 덕양구","25.12.08"
"2799","경기도 안양시 동안구 호계동","1057","1057","0000","무궁화경남","84.9000","202509","18","101,000","306","2","개인","개인","1994","귀인로172번길 22","-","중개거래","경기 안양시 동안구, 서울 서초구","25.12.12"
"2800","경기도 하남시 망월동","1162","1162","0000","미사강변 골든 센트로","84.7700","202509","18","110,000","2807","3","개인","개인","2014","미사강변동로 50","-","중개거래","경기 하남시","25.12.19"
"2801","경기도 하남시 감이동","530","0530","0000","감일한라비발디","74.9100","202509","18","105,000","1203동","9","개인","개인","2019","감일백제로 65","-","중개거래","경기 하남시","25.12.30"
"2802","경기도 성남시 분당구 대장동","641","641","0000","판교더샵포레스트12단지","84.9864","202509","18","112,500","1209","3","개인","개인","2021","판교대장로5길 30","-","중개거래","경기 성남시 분당구","25.12.18"
"2803","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","84.9100","202509","18","115,000","206","9","개인","개인","2021","성복1로 35","-","중개거래","경기 용인시 수지구, 서울 강북구","26.02.02"
"2804","경기도 성남시 수정구 단대동","100","0100","0000","단대푸르지오","84.8700","202509","18","101,500","111","6","개인","개인","2012","산성대로437번길 7","-","중개거래","경기 성남시 수정구","25.11.20"
"2805","경기도 의왕시 내손동","846","0846","0000","의왕내손e편한세상","84.9200","202509","18","96,500","1111","4","개인","개인","2012","내손중앙로 11","-","중개거래","경기 의왕시","25.12.12"
"2806","경기도 수원시 영통구 망포동","766","0766","0000","영통아이파크캐슬1단지","84.6900","202509","18","95,500","113동","20","개인","개인","2019","덕영대로 1410","-","중개거래","경기 수원시 영통구","25.11.28"
"2807","경기도 광명시 철산동","637","0637","0000","철산푸르지오하늘채","84.9990","202509","18","106,300","111","4","개인","개인","2010","디지털로 24","-","중개거래","경기 광명시","25.09.26"
"2808","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202509","18","110,000","114","5","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","25.11.14"
"2809","경기도 광명시 철산동","449","0449","0000","주공12","73.0800","202509","18","108,700","1211","4","개인","개인","1986","디지털로 63","-","중개거래","경기 광명시","25.12.02"
"2810","경기도 성남시 분당구 야탑동","334","0334","0000","장미마을(현대)","74.6100","202509","18","110,000","824","2","개인","개인","1993","장미로 101","-","중개거래","경기 성남시 분당구","26.01.28"
"2811","경기도 부천시 원미구 중동","1300","1300","0000","센트럴파크푸르지오","84.9330","202509","18","112,000","105동","28","개인","개인","2020","소향로 181","-","중개거래","경기 부천시 원미구","25.12.19"
"2812","경기도 하남시 망월동","1170","1170","0000","미사강변효성해링턴플레이스엔에이치에프","84.9200","202509","18","96,700","2901동","22","개인","개인","2017","미사강변한강로 326","-","중개거래","경기 하남시, 서울 강동구","25.10.02"
"2813","경기도 수원시 영통구 이의동","1200","1200","0000","광교2차e편한세상","84.6861","202509","18","99,500","8505","10","개인","개인","2011","웰빙타운로 50","-","중개거래","경기 수원시 영통구","25.12.01"
"2814","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202509","17","97,000","112","19","개인","개인","2001","학의로 390","-","중개거래","경기 안양시 동안구","25.12.29"
"2815","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.8800","202509","17","110,000","105","23","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","26.01.02"
"2816","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202509","17","97,000","-","19","개인","개인","2001","학의로 390","20251027","중개거래","경기 안양시 동안구","-"
"2817","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202509","17","99,500","115","7","개인","개인","2001","학의로 390","-","중개거래","경기 안양시 동안구","25.12.18"
"2818","경기도 안양시 동안구 평촌동","898","0898","0000","초원성원","84.9900","202509","17","99,000","101","12","개인","개인","1992","관평로138번길 12","-","중개거래","경기 안양시 동안구, 서울 관악구","25.12.12"
"2819","경기도 고양시 일산서구 대화동","2603","2603","0000","한화 포레나 킨텍스","84.4278","202509","17","112,000","-","40","개인","개인","2019","킨텍스로 240","-","중개거래","경기 고양시 일산서구","-"
"2820","경기도 성남시 중원구 금광동","1016","1016","0000","e편한세상금빛그랑메종4단지","84.9800","202509","17","96,000","401","4","개인","개인","2023","금광로 71","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","26.01.30"
"2821","경기도 하남시 풍산동","559","0559","0000","미사강변브라운스톤엔에이치에프","84.9900","202509","17","98,000","2408동","6","개인","개인","2018","미사강변동로 47","-","중개거래","경기 하남시","25.09.30"
"2822","경기도 용인시 수지구 상현동","1115","1115","0000","광교경남아너스빌","84.9820","202509","17","107,500","4302","1","개인","개인","2011","광교마을로 2","-","중개거래","경기 용인시 수지구","26.03.25"
"2823","경기도 안양시 동안구 호계동","1296","1296","0000","평촌어바인퍼스트","84.6000","202509","17","105,500","112","14","개인","개인","2021","경수대로 581","-","중개거래","경기 안양시 동안구","25.12.18"
"2824","경기도 성남시 분당구 구미동","221","0221","0000","무지개(5단지)(청구)","85.0000","202509","17","108,000","503","2","개인","개인","1995","무지개로 144","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.11.24"
"2825","경기도 하남시 망월동","1034","1034","0000","미사강변루나리움","84.9600","202509","17","105,000","503동","8","개인","개인","2015","아리수로 499","-","중개거래","경기 하남시","26.01.16"
"2826","경기도 부천시 원미구 중동","1301","1301","0000","힐스테이트중동","84.9793","202509","17","101,800","105","39","개인","개인","2022","길주로 234","-","중개거래","경기 부천시 원미구","25.09.17"
"2827","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9490","202509","17","100,500","108동","23","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.11.28"
"2828","경기도 성남시 분당구 대장동","592","0592","0000","판교퍼스트힐푸르지오1단지","84.8500","202509","17","105,500","109","5","개인","개인","2021","판교대장로7길 69","-","중개거래","경기 성남시 분당구","25.12.19"
"2829","경기도 하남시 풍산동","486","0486","0000","미사강변더샵센트럴포레","73.0250","202509","17","98,500","2305동","14","개인","개인","2017","미사강변대로 55","-","중개거래","경기 하남시","25.12.10"
"2830","경기도 성남시 분당구 야탑동","330","0330","0000","장미마을(동부)","70.5600","202509","17","111,750","133","6","개인","개인","1993","장미로 55","-","중개거래","경기 성남시 분당구","25.11.21"
"2831","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","74.9300","202509","16","96,500","1808동","12","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","26.01.08"
"2832","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202509","16","100,000","115","17","개인","개인","2001","학의로 390","-","중개거래","경기 안양시 동안구","25.12.10"
"2833","경기도 의왕시 포일동","441-2","0441","0002","인덕원삼호","84.9900","202509","16","95,000","2","6","개인","개인","1991","안양판교로 64","-","중개거래","경기 의왕시","25.12.10"
"2834","경기도 하남시 망월동","1170","1170","0000","미사강변효성해링턴플레이스엔에이치에프","84.9600","202509","16","95,000","2905동","9","개인","개인","2017","미사강변한강로 326","-","중개거래","경기 하남시","25.09.30"
"2835","경기도 하남시 망월동","1034","1034","0000","미사강변루나리움","84.9600","202509","16","110,000","502동","26","개인","개인","2015","아리수로 499","-","중개거래","경기 하남시","26.02.05"
"2836","경기도 용인시 수지구 풍덕천동","1198","1198","0000","래미안수지이스트파크","84.9800","202509","16","105,000","101동","4","개인","개인","2015","신수로683번길 19","-","중개거래","경기 용인시 수지구","25.12.12"
"2837","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202509","16","109,000","114","12","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","25.10.30"
"2838","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202509","16","111,000","105","3","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구","26.01.26"
"2839","경기도 성남시 분당구 야탑동","334","0334","0000","장미마을(현대)","74.6100","202509","16","109,800","835","12","개인","개인","1993","장미로 101","-","중개거래","경기 성남시 분당구","26.01.12"
"2840","경기도 성남시 수정구 신흥동","6963","6963","0000","산성역자이푸르지오2단지","74.9600","202509","16","115,000","201","15","개인","개인","2024","수정로 288","-","중개거래","경기 성남시 수정구","26.03.06"
"2841","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","78.2273","202509","16","98,000","102동","13","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","25.12.17"
"2842","경기도 하남시 선동","436","0436","0000","미사강변 센트리버","84.8900","202509","16","110,500","-","13","개인","개인","2016","미사강변대로 270","-","중개거래","경기 하남시","-"
"2843","경기도 용인시 수지구 동천동","859","0859","0000","동천마을현대홈타운1차","84.9660","202509","16","98,000","101","16","개인","개인","2002","수지로 487","-","중개거래","경기 용인시 수지구","26.01.16"
"2844","경기도 용인시 수지구 상현동","1113","1113","0000","광교더힐","84.9600","202509","16","107,000","4501","29","개인","개인","2014","광교마을로 11","-","중개거래","경기 용인시 수지구, 경기 화성시 동탄구","26.01.30"
"2845","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","84.9800","202509","16","112,000","908","30","개인","개인","2015"," 276","-","중개거래","경기 화성시 동탄구","26.01.30"
"2846","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.6200","202509","16","107,500","103","20","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","26.01.15"
"2847","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202509","16","96,000","117","6","개인","개인","2001","학의로408번길 13","-","중개거래","경기 안양시 동안구","25.12.02"
"2848","경기도 군포시 산본동","1240","1240","0000","래미안하이어스","84.9500","202509","16","99,000","108","20","개인","개인","2010","금산로 91","-","중개거래","경기 군포시","25.12.05"
"2849","경기도 하남시 감이동","530","0530","0000","감일한라비발디","84.8700","202509","15","108,900","1202동","21","개인","개인","2019","감일백제로 65","-","중개거래","경기 하남시","26.01.20"
"2850","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","84.9750","202509","15","103,500","106","11","개인","개인","2010","오리로 801","-","중개거래","경기 광명시","26.01.30"
"2851","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","84.9750","202509","15","99,700","304","17","개인","개인","2010","오리로 801","-","중개거래","경기 광명시","26.01.30"
