"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-31 ~ 2026-03-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 60㎡초과~85㎡이하"
"금액선택 : 95000 ~ 115000 만원"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1007","서울특별시 강동구 천호동","333-55","0333","0055","천호e-편한세상","84.6900","202512","20","103,700","101","5","개인","개인","2005","올림픽로81길 15","-","중개거래","서울 강동구","26.02.23"
"1008","서울특별시 강동구 둔촌동","621","0621","0000","초원동아","84.3400","202512","20","97,500","101","16","개인","개인","1997","동남로49길 60-5","-","중개거래","서울 강동구","26.03.19"
"1009","서울특별시 강북구 미아동","474","0474","0000","미아동부센트레빌","84.9200","202512","20","95,500","-","3","개인","개인","2006","숭인로7가길 37","-","중개거래","서울 강북구, 서울 성북구","-"
"1010","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","84.9600","202512","20","108,000","-","19","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","-"
"1011","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(삼성)","84.9600","202512","20","103,000","-","5","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","-"
"1012","서울특별시 성동구 도선동","69","0069","0000","삼성쉐르빌","84.7400","202512","19","108,700","102","16","개인","개인","2006","무학로6길 50","-","중개거래","서울 성동구","26.03.09"
"1013","서울특별시 성동구 하왕십리동","992","0992","0000","무학현대","84.4950","202512","19","104,000","-","1","개인","개인","1996","무학봉길 49","-","중개거래","서울 성동구","-"
"1014","서울특별시 강서구 염창동","287-1","0287","0001","우성2","84.7000","202512","19","102,500","201","13","개인","개인","1992","양천로67길 54","-","중개거래","서울 강서구","26.02.26"
"1015","서울특별시 강서구 염창동","288","0288","0000","현대1","84.9600","202512","19","106,500","104","13","개인","개인","1994","양천로75길 57","-","중개거래","서울 강서구","26.02.27"
"1016","서울특별시 강서구 등촌동","561-1","0561","0001","대림e편한세상","84.9600","202512","19","98,000","-","7","개인","개인","2002","등촌로 137","20260109","중개거래","서울 양천구","-"
"1017","서울특별시 마포구 아현동","692","0692","0000","서서울삼성","84.8900","202512","19","111,000","101","5","개인","개인","1998","마포대로 262","-","중개거래","서울 마포구","26.03.10"
"1018","서울특별시 강서구 마곡동","422","0422","0000","신안","84.9700","202512","19","106,000","101","11","개인","개인","1993","양천로30길 123-9","-","중개거래","서울 강서구","26.03.06"
"1019","서울특별시 송파구 거여동","46","0046","0000","현대3차","84.9400","202512","19","110,000","303","7","개인","개인","1993","거마로 41","-","중개거래","서울 송파구","26.02.19"
"1020","서울특별시 종로구 명륜2가","4","0004","0000","아남1","84.9000","202512","19","110,000","-","4","개인","개인","1995","창경궁로 265","-","중개거래","서울 종로구","-"
"1021","서울특별시 도봉구 창동","825","0825","0000","북한산아이파크5차","84.4516","202512","19","97,500","523","7","개인","개인","2004","도봉로136길 28","-","중개거래","서울 도봉구","26.02.25"
"1022","서울특별시 성북구 종암동","131","0131","0000","아이파크종암동2차","84.7300","202512","19","96,300","212","16","개인","개인","2005","종암로9길 71","-","중개거래","서울 성북구","26.03.06"
"1023","서울특별시 관악구 봉천동","1728","1728","0000","관악파크푸르지오","84.9900","202512","19","102,000","103","16","개인","개인","2014","행운10길 21","-","중개거래","서울 관악구","26.02.24"
"1024","서울특별시 마포구 상암동","1736","1736","0000","상암월드컵파크10단지","84.6600","202512","19","98,000","1013","9","개인","개인","2010","월드컵북로 502-36","-","중개거래","서울 마포구","26.02.27"
"1025","서울특별시 영등포구 신길동","4934","4934","0000","삼성래미안","84.9100","202512","19","106,500","106","7","개인","개인","2001","가마산로79길 7","-","중개거래","서울 영등포구","26.03.16"
"1026","서울특별시 강서구 염창동","66-9","0066","0009","염창동한강우성","84.7000","202512","18","106,000","-","4","개인","개인","1990","양천로67길 77","20260112","중개거래","서울 강서구","-"
"1027","서울특별시 서대문구 홍제동","474","0474","0000","홍제역해링턴플레이스","84.9500","202512","18","110,000","-","3","개인","개인","2024","세무서8길 30","-","직거래","-","-"
"1028","서울특별시 강서구 염창동","66-9","0066","0009","염창동한강우성","84.7000","202512","18","106,000","1","4","개인","개인","1990","양천로67길 77","-","중개거래","서울 강서구","26.02.23"
"1029","서울특별시 강동구 성내동","30-2","0030","0002","현대","84.5600","202512","18","110,000","102","7","개인","개인","1987","천호옛12길 27","-","중개거래","서울 강동구","26.03.18"
"1030","서울특별시 동대문구 전농동","10","0010","0000","전농SK","84.9500","202512","18","99,000","107","21","개인","개인","2000","사가정로 148","-","중개거래","서울 동대문구","26.03.09"
"1031","서울특별시 도봉구 창동","808","0808","0000","동아청솔","84.9700","202512","18","102,500","114","20","개인","개인","1997","노해로69길 103","-","중개거래","서울 도봉구","26.02.20"
"1032","서울특별시 서대문구 홍제동","331","0331","0000","홍제현대","83.0500","202512","18","98,000","105","11","개인","개인","1992","통일로39가길 57","-","중개거래","서울 서대문구","26.03.06"
"1033","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.9900","202512","18","96,800","-","11","개인","개인","2005","은천로 93","-","중개거래","서울 관악구","-"
"1034","서울특별시 영등포구 신길동","4934","4934","0000","삼성래미안","84.9100","202512","17","112,500","106","13","개인","개인","2001","가마산로79길 7","-","중개거래","서울 영등포구","26.02.26"
"1035","서울특별시 관악구 남현동","1138","1138","0000","예성그랑펠리체","83.4500","202512","17","99,500","102","7","개인","개인","2007","승방길 66","-","중개거래","서울 관악구","26.03.16"
"1036","서울특별시 구로구 고척동","334","0334","0000","벽산","84.8780","202512","17","98,500","202","23","개인","개인","2003","경인로 390","-","중개거래","서울 구로구","26.02.24"
"1037","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","84.9700","202512","17","95,000","107","27","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","26.02.26"
"1038","서울특별시 강서구 염창동","268","0268","0000","관음삼성","84.9300","202512","17","98,000","-","6","개인","개인","1997","양천로 656","-","중개거래","서울 강서구","-"
"1039","서울특별시 성북구 보문동3가","2","0002","0000","현대I-PARK","84.3000","202512","17","102,000","107","7","개인","개인","2003","지봉로21길 19","-","중개거래","서울 성북구","26.03.13"
"1040","서울특별시 중랑구 상봉동","500","0500","0000","프레미어스엠코","79.7300","202512","17","106,000","C","17","개인","개인","2013","망우로 353","-","중개거래","서울 중랑구","26.03.06"
"1041","서울특별시 성동구 마장동","820","0820","0000","왕십리금호어울림","84.9700","202512","17","108,000","101","16","개인","개인","2006","마조로 57","-","직거래","-","26.01.30"
"1042","서울특별시 강서구 화곡동","1091","1091","0000","화곡푸르지오","84.9140","202512","17","110,000","146","10","개인","개인","2002","화곡로13길 107","-","중개거래","서울 강서구","26.03.05"
"1043","서울특별시 성북구 하월곡동","225","0225","0000","래미안월곡","84.5890","202512","17","95,500","-","18","개인","개인","2006","오패산로 90","-","중개거래","서울 성북구","-"
"1044","서울특별시 서초구 우면동","59","0059","0000","동고","84.9600","202512","16","115,000","102","1","개인","개인","1995","바우뫼로7길 29","-","중개거래","서울 서초구","26.03.06"
"1045","서울특별시 관악구 봉천동","1719","1719","0000","관악동부센트레빌","84.7000","202512","16","109,000","103","4","개인","개인","2004","은천로33길 5","-","중개거래","서울 관악구","26.02.23"
"1046","서울특별시 강서구 가양동","448","0448","0000","강나루2현대","84.9900","202512","16","104,500","-","4","개인","개인","2001","양천로 497","20260113","중개거래","서울 강서구","-"
"1047","서울특별시 강서구 가양동","448","0448","0000","강나루2현대","84.9900","202512","16","104,500","202","4","개인","개인","2001","양천로 497","-","중개거래","서울 강서구","26.03.10"
"1048","서울특별시 영등포구 대림동","1125","1125","0000","보라매 신동아 파밀리에","84.9100","202512","16","97,500","104동","6","개인","개인","2016","디지털로 420","-","중개거래","서울 동작구, 서울 영등포구","26.01.14"
"1049","서울특별시 종로구 숭인동","2-1","0002","0001","종로센트레빌","84.9200","202512","16","113,000","104","6","개인","개인","2008","동망산길 47","-","중개거래","서울 종로구","26.02.13"
"1050","서울특별시 동대문구 이문동","225","0225","0000","대림e-편한세상","84.9720","202512","16","107,000","101","23","개인","개인","2003","한천로63길 10","-","중개거래","서울 동대문구","26.03.13"
"1051","서울특별시 노원구 월계동","951","0951","0000","월계센트럴아이파크","84.9900","202512","16","110,000","-","12","개인","개인","2020","초안산로2라길 26","-","중개거래","서울 노원구","-"
"1052","서울특별시 강서구 염창동","288","0288","0000","현대1","84.3400","202512","16","95,000","104","14","개인","개인","1994","양천로75길 57","-","중개거래","서울 강서구","26.02.20"
"1053","서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.5300","202512","15","114,500","411","5","개인","개인","2008","수명로1길 16","-","중개거래","서울 강서구","26.03.06"
"1054","서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","84.3963","202512","15","114,500","102","20","개인","개인","2016","벚꽃로 40","-","중개거래","경기 남양주시, 서울 금천구","26.01.26"
"1055","서울특별시 성북구 동소문동7가","120","0120","0000","브라운스톤동선","84.9600","202512","15","108,500","104","11","개인","개인","2010","아리랑로5길 25","-","중개거래","서울 성북구","26.02.05"
"1056","서울특별시 관악구 봉천동","1000","1000","0000","현대(관악)","84.7400","202512","15","105,000","102","9","개인","개인","1992","관악로 304","-","중개거래","서울 관악구","26.03.10"
"1057","서울특별시 송파구 장지동","847","0847","0000","송파파인타운6단지","84.9300","202512","15","109,000","603","4","개인","개인","2008","충민로6길 14","-","직거래","-","26.02.23"
"1058","서울특별시 은평구 진관동","62","0062","0000","은평스카이뷰자이","84.3363","202512","15","114,000","103동","18","개인","개인","2019","통일로 1034","-","중개거래","서울 은평구","26.02.25"
"1059","서울특별시 강북구 미아동","812","0812","0000","삼성래미안트리베라2단지","84.2900","202512","15","99,000","218","19","개인","개인","2010","삼양로27길 19","-","중개거래","서울 강북구","26.03.05"
"1060","서울특별시 은평구 진관동","102","0102","0000","박석고개1단지힐스테이트(116~131동)BL2-1","84.7200","202512","15","108,000","-","13","개인","개인","2009","진관1로 21-10","-","중개거래","서울 은평구","-"
"1061","서울특별시 양천구 신정동","1306","1306","0000","세양청마루","84.9800","202512","15","109,500","105동","12","개인","개인","2006","목동남로2길 60-30","-","중개거래","서울 구로구","26.03.26"
"1062","서울특별시 영등포구 신길동","4938","4938","0000","신길자이","84.9400","202512","15","107,000","101","1","개인","개인","2011","가마산로79길 19","-","중개거래","서울 영등포구","26.02.20"
"1063","서울특별시 송파구 마천동","575","0575","0000","마천금호어울림1차아파트","84.9500","202512","15","99,700","101","5","개인","개인","2002","성내천로 245","-","중개거래","서울 송파구","26.02.20"
"1064","서울특별시 중구 황학동","2545","2545","0000","롯데캐슬","84.9700","202512","15","114,500","103","23","개인","개인","2008","청계천로 400","-","중개거래","서울 중구","26.03.11"
"1065","서울특별시 강동구 천호동","19-1","0019","0001","우성","84.9300","202512","14","114,000","5","9","개인","개인","1985","구천면로 366","-","중개거래","서울 강동구","26.02.20"
"1066","서울특별시 관악구 신림동","1730","1730","0000","신림푸르지오","84.7900","202512","14","97,000","105","18","개인","개인","2005","남부순환로 1430","-","중개거래","서울 관악구, 서울 동대문구","26.02.19"
"1067","서울특별시 강서구 염창동","289","0289","0000","신동아","84.9000","202512","13","96,700","3","8","개인","개인","1995","양천로67길 32","-","중개거래","서울 강서구, 서울 영등포구","26.02.12"
"1068","서울특별시 강남구 도곡동","953-1","0953","0001","SK허브프리모","67.5700","202512","13","105,000","-","13","개인","개인","2006","강남대로 240","-","중개거래","서울 서초구","-"
"1069","서울특별시 구로구 고척동","339","0339","0000","고척파크푸르지오","84.9400","202512","13","109,000","107","12","개인","개인","2009","중앙로 121","-","중개거래","서울 구로구","26.03.05"
"1070","서울특별시 강동구 강일동","673","0673","0000","강일리버파크4단지","84.7400","202512","13","114,000","403","2","개인","개인","2009","아리수로97길 19","-","중개거래","경기 하남시, 서울 강동구","26.02.23"
"1071","서울특별시 구로구 개봉동","489","0489","0000","개봉동현대아이파크","84.9800","202512","13","95,500","-","16","개인","개인","2006","개봉로2길 133-15","-","중개거래","서울 구로구","-"
"1072","서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","84.6400","202512","13","110,000","411","18","개인","개인","2005","길음로 118","-","중개거래","서울 성북구","26.03.05"
"1073","서울특별시 강서구 방화동","904","0904","0000","신마곡벽산블루밍","84.9184","202512","13","97,000","103동","3","개인","개인","2020","양천로10길 38","-","중개거래","서울 강서구","26.03.18"
"1074","서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.9600","202512","13","114,000","410","14","개인","개인","2008","수명로1길 16","-","중개거래","서울 강서구","26.01.30"
"1075","서울특별시 노원구 중계동","590","0590","0000","신안","84.9300","202512","13","96,000","102","16","개인","개인","1999","덕릉로 595","-","중개거래","서울 노원구","26.02.25"
"1076","서울특별시 마포구 합정동","468","0468","0000","두영이지안","73.5800","202512","13","104,500","101","7","개인","개인","2005","희우정로1길 48","-","중개거래","서울 마포구","26.02.20"
"1077","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","84.9600","202512","13","111,800","122","10","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","26.02.27"
"1078","서울특별시 서대문구 남가좌동","380","0380","0000","쌍용스윗닷홈","84.9800","202512","13","105,000","101","5","개인","개인","2005","거북골로 91-6","-","중개거래","서울 서대문구","26.02.24"
"1079","서울특별시 영등포구 대림동","1125","1125","0000","보라매 신동아 파밀리에","84.8300","202512","13","100,000","104동","8","개인","개인","2016","디지털로 420","-","중개거래","서울 영등포구","26.03.03"
"1080","서울특별시 강북구 미아동","474","0474","0000","미아동부센트레빌","84.9300","202512","13","95,000","-","13","개인","개인","2006","숭인로7가길 37","-","중개거래","서울 강북구","-"
"1081","서울특별시 동대문구 장안동","329-3","0329","0003","래미안장안2차","81.0500","202512","13","115,000","221","11","개인","개인","2007","장안벚꽃로 167","-","중개거래","서울 동대문구","26.02.27"
"1082","서울특별시 성북구 종암동","80","0080","0000","래미안크리시엘","84.9500","202512","13","96,000","103","11","개인","개인","2004","종암로25길 30","-","중개거래","서울 성북구","26.02.20"
"1083","서울특별시 성북구 길음동","1279","1279","0000","길음뉴타운1단지(래미안길음1차)","84.9600","202512","13","104,500","-","2","개인","개인","2003","길음로9길 40","-","중개거래","서울 성북구","-"
"1084","서울특별시 서대문구 홍은동","469","0469","0000","e편한세상홍제가든플라츠","84.9940","202512","12","110,000","-","2","개인","개인","2023","통일로 505","20251219","중개거래","서울 강남구","-"
"1085","서울특별시 송파구 풍납동","506","0506","0000","동아한가람1","84.3800","202512","12","114,000","105","1","개인","개인","1995","한가람로 448","-","중개거래","서울 송파구","26.03.03"
"1086","서울특별시 강서구 가양동","448-1","0448","0001","가양강나루현대","84.9800","202512","12","113,500","-","14","개인","개인","1999","양천로 507","-","중개거래","서울 강서구","-"
"1087","서울특별시 강서구 염창동","268","0268","0000","관음삼성","84.9300","202512","12","104,300","102","17","개인","개인","1997","양천로 656","-","중개거래","서울 강서구","26.02.20"
"1088","서울특별시 서대문구 홍제동","471","0471","0000","금호어울림","84.9054","202512","12","96,000","104","13","개인","개인","2016","모래내로 411","-","중개거래","서울 서대문구","26.02.23"
"1089","서울특별시 도봉구 창동","27","0027","0000","주공19단지(창동리버타운)","84.9000","202512","12","98,000","1908","7","개인","개인","1989","노해로70길 54","-","중개거래","서울 도봉구","26.02.13"
"1090","서울특별시 동대문구 이문동","225","0225","0000","대림e-편한세상","84.9720","202512","12","96,800","119","3","개인","개인","2003","한천로63길 10","-","중개거래","서울 동대문구","26.01.30"
"1091","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","84.9900","202512","12","99,500","107","7","개인","개인","2005","은천로 93","-","중개거래","서울 강남구, 서울 관악구","26.02.04"
"1092","서울특별시 서대문구 남가좌동","377","0377","0000","DMC래미안클라시스","84.9000","202512","12","103,000","104","6","개인","개인","2000","증가로 191","-","중개거래","경기 고양시 덕양구, 서울 서대문구","26.02.27"
"1093","서울특별시 관악구 신림동","1730","1730","0000","신림푸르지오","84.7900","202512","12","97,000","118","6","개인","개인","2005","남부순환로 1430","-","중개거래","서울 관악구, 서울 영등포구","26.02.12"
"1094","서울특별시 마포구 성산동","601","0601","0000","성산월드타운대림","84.6890","202512","12","109,000","105","22","개인","개인","2004","월드컵북로30길 9-22","-","중개거래","서울 마포구","26.02.27"
"1095","서울특별시 영등포구 신길동","4934","4934","0000","삼성래미안","84.9100","202512","12","107,000","108","2","개인","개인","2001","신길로42길 35","-","중개거래","서울 영등포구","26.01.30"
"1096","서울특별시 영등포구 신길동","4934","4934","0000","삼성래미안","84.9100","202512","12","107,000","104","11","개인","개인","2001","가마산로79길 7","-","중개거래","서울 영등포구","26.03.06"
"1097","서울특별시 서대문구 천연동","98-17","0098","0017","반석블레스포레","84.9700","202512","12","107,000","-","8","개인","개인","2024","독립문로8길 27","-","직거래","-","26.02.06"
"1098","서울특별시 노원구 하계동","288","0288","0000","하계2현대","84.8960","202512","12","96,000","207","5","개인","개인","1997","노원로18길 19","-","중개거래","서울 노원구","26.02.20"
"1099","서울특별시 중랑구 묵동","396","0396","0000","이편한세상화랑대","84.9020","202512","12","109,000","110동","25","개인","개인","2017","숙선옹주로 45","-","중개거래","서울 중랑구","26.01.07"
"1100","서울특별시 강서구 등촌동","561-1","0561","0001","대림e편한세상","84.9600","202512","12","98,000","101","7","개인","개인","2002","등촌로 137","-","중개거래","서울 양천구","26.02.26"
"1101","서울특별시 성북구 종암동","133","0133","0000","래미안세레니티","84.9900","202512","12","105,500","212","13","개인","개인","2009","종암로23길 35","-","중개거래","서울 성북구, 서울 중랑구","26.03.09"
"1102","서울특별시 성북구 종암동","130","0130","0000","아이파크종암동1차","84.9800","202512","12","103,000","104","18","개인","개인","2004","종암로21길 127","-","중개거래","서울 성북구","26.03.18"
"1103","서울특별시 중구 신당동","432-1653","0432","1653","노블레스2","84.8400","202512","12","105,000","-","1","개인","개인","2002","동호로17길 229","-","중개거래","서울 성동구","26.03.16"
"1104","서울특별시 강서구 화곡동","1091","1091","0000","화곡푸르지오","84.9400","202512","12","112,000","144","13","개인","개인","2002","화곡로13길 107","-","중개거래","서울 강서구, 서울 종로구","26.03.20"
"1105","서울특별시 성북구 길음동","1287-1","1287","0001","롯데캐슬골든힐스","84.9320","202512","12","98,000","-","12","개인","개인","2019","서경로 60","-","중개거래","서울 성북구","-"
"1106","서울특별시 성북구 길음동","1287-1","1287","0001","롯데캐슬골든힐스","84.9320","202512","11","99,500","1102","16","개인","개인","2019","서경로 60","-","중개거래","서울 성북구","26.03.04"
"1107","서울특별시 은평구 응암동","764","0764","0000","백련산힐스테이트4차","84.9800","202512","11","97,000","412","6","개인","개인","2018","백련산로 37","-","중개거래","서울 은평구","26.03.16"
"1108","서울특별시 성동구 하왕십리동","992","0992","0000","무학현대","84.6750","202512","11","108,000","-","3","개인","개인","1996","무학봉길 49","-","중개거래","경기 평택시, 서울 성북구, 서울 중구","-"
"1109","서울특별시 중랑구 면목동","1544","1544","0000","라온프라이빗","68.1667","202512","11","105,000","-","26","개인","개인","2020","동일로91길 23","-","중개거래","서울 중랑구","-"
"1110","서울특별시 노원구 중계동","360-2","0360","0002","청구3","84.7700","202512","11","115,000","104","6","개인","개인","1996","중계로 233","-","중개거래","서울 노원구","26.02.10"
"1111","서울특별시 강서구 내발산동","756","0756","0000","마곡수명산파크7단지","84.6800","202512","11","95,750","709","11","개인","개인","2008","수명로2가길 22","-","중개거래","서울 강서구","26.02.23"
"1112","서울특별시 양천구 목동","948","0948","0000","월드메르디앙2","84.3000","202512","11","111,000","201","4","개인","개인","2003","목동중앙본로1길 5","-","중개거래","서울 양천구","26.02.10"
"1113","서울특별시 강서구 염창동","288","0288","0000","현대1","84.3400","202512","11","98,000","104","5","개인","개인","1994","양천로75길 57","-","중개거래","서울 강서구","26.02.02"
"1114","서울특별시 송파구 풍납동","220-2","0220","0002","신동아파밀리에","84.6300","202512","10","98,000","-","10","개인","개인","1993","풍성로6길 15","-","중개거래","서울 송파구","-"
"1115","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","84.9990","202512","10","113,000","105","15","개인","개인","2023","덕릉로 753","-","중개거래","서울 노원구","26.03.03"
"1116","서울특별시 강서구 염창동","295","0295","0000","성원","84.8100","202512","10","103,000","-","2","개인","개인","2001","양천로69길 65","20251229","중개거래","서울 강서구","-"
"1117","서울특별시 송파구 거여동","46","0046","0000","현대3차","84.9400","202512","10","102,500","-","6","개인","개인","1993","거마로 41","-","중개거래","서울 송파구","-"
"1118","서울특별시 마포구 상암동","1736","1736","0000","상암월드컵파크10단지","84.8900","202512","10","102,000","1014","7","개인","개인","2010","월드컵북로 502-36","-","중개거래","서울 마포구","26.03.03"
"1119","서울특별시 강서구 염창동","288","0288","0000","현대1","84.3400","202512","10","107,500","103","12","개인","개인","1994","양천로75길 57","-","중개거래","서울 강서구","26.03.03"
"1120","서울특별시 송파구 거여동","46","0046","0000","현대3차","84.9400","202512","10","108,000","301","8","개인","개인","1993","거마로 41","-","중개거래","서울 송파구","26.03.19"
"1121","서울특별시 강서구 염창동","295","0295","0000","성원","84.8100","202512","10","103,000","102","2","개인","개인","2001","양천로69길 65","-","중개거래","서울 강서구","26.01.23"
"1122","서울특별시 강동구 암사동","422-26","0422","0026","암사e편한세상","84.9800","202512","10","99,500","101","10","개인","개인","2005","구천면로 365-13","-","중개거래","서울 강동구","26.03.05"
"1123","서울특별시 영등포구 신길동","4964","4964","0000","신길센트럴자이아파트","84.9800","202512","09","98,000","112","25","개인","개인","2021","신길로29길 17","-","직거래","-","25.12.23"
"1124","서울특별시 종로구 숭인동","2-1","0002","0001","종로센트레빌","84.9200","202512","09","112,500","106","10","개인","개인","2008","동망산길 47","-","중개거래","서울 종로구","26.03.13"
"1125","서울특별시 강동구 성내동","412","0412","0000","둔촌역아치스톤(101동)","84.9600","202512","09","97,000","101","7","개인","개인","2010","풍성로 203","-","중개거래","서울 강동구","26.03.17"
"1126","서울특별시 영등포구 양평동3가","24","0024","0000","삼천리","84.9400","202512","09","109,000","101","17","개인","개인","2000","선유서로 115","-","중개거래","서울 양천구, 서울 영등포구","26.01.30"
"1127","서울특별시 영등포구 신길동","4934","4934","0000","삼성래미안","84.9100","202512","09","110,000","107","19","개인","개인","2001","가마산로79길 7","-","중개거래","서울 영등포구","26.02.25"
"1128","서울특별시 동작구 사당동","240-15","0240","0015","제일","60.0300","202512","09","104,500","2","3","개인","개인","1987","사당로16다길 57","-","중개거래","서울 동작구","26.02.26"
"1129","서울특별시 강서구 화곡동","1139","1139","0000","초록","84.0700","202512","09","97,500","106","7","개인","개인","1998","강서로45다길 30-27","-","중개거래","서울 강서구","26.03.13"
"1130","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","84.2000","202512","08","108,000","319","4","개인","개인","1987","동일로215길 48","-","중개거래","서울 노원구","26.03.20"
"1131","서울특별시 영등포구 문래동2가","35","0035","0000","남성","72.9000","202512","08","105,000","2","8","개인","개인","1983","경인로77길 21","-","중개거래","서울 영등포구","26.02.02"
"1132","서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","84.5300","202512","08","109,500","411","3","개인","개인","2008","수명로1길 16","-","중개거래","서울 강서구","26.02.27"
"1133","서울특별시 성북구 안암동1가","361","0361","0000","안암동삼성래미안","84.8681","202512","08","98,000","107","11","개인","개인","2005","고려대로17가길 64","-","중개거래","서울 성북구","26.02.26"
"1134","서울특별시 관악구 봉천동","1708","1708","0000","두산","84.8700","202512","07","106,500","-","1","개인","개인","2000","봉천로 387","-","중개거래","서울 관악구","-"
"1135","서울특별시 동작구 상도동","408","0408","0000","상도동삼호아파트","84.5200","202512","07","96,000","103","4","개인","개인","1994","상도로 407","-","중개거래","서울 관악구, 충북 충주시","26.01.30"
"1136","서울특별시 성북구 장위동","322","0322","0000","래미안포레카운티","84.9700","202512","07","108,500","108","1","개인","개인","2021","장월로 160","-","중개거래","서울 성동구, 서울 성북구","26.02.03"
"1137","서울특별시 강서구 염창동","287-1","0287","0001","우성2","84.7000","202512","07","100,000","201","6","개인","개인","1992","양천로67길 54","-","중개거래","서울 강서구","26.02.27"
"1138","서울특별시 관악구 봉천동","1698-1","1698","0001","보라매삼성","84.8400","202512","06","101,000","107","2","개인","개인","1996","보라매로 62","-","중개거래","서울 관악구, 서울 동작구","26.02.09"
"1139","서울특별시 중구 신당동","840","0840","0000","현대","79.1100","202512","06","115,000","10","6","개인","개인","1993","다산로36길 109","-","중개거래","서울 성동구","26.01.30"
"1140","서울특별시 강북구 미아동","813","0813","0000","래미안트리베라1단지","84.9700","202512","06","99,500","107","10","개인","개인","2010","삼양로19길 25","-","중개거래","서울 강북구","26.02.09"
"1141","서울특별시 구로구 구로동","23","0023","0000","우성(23)","84.9500","202512","06","101,500","-","4","개인","개인","1985","공원로6가길 76","-","중개거래","서울 구로구, 서울 영등포구","-"
"1142","서울특별시 강서구 등촌동","691-3","0691","0003","부영","80.6400","202512","06","95,000","106","4","개인","개인","1994","강서로56나길 110","-","중개거래","서울 강서구","26.03.18"
"1143","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","84.9700","202512","06","96,000","125","19","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","26.02.11"
"1144","서울특별시 동작구 신대방동","565","0565","0000","우성1차","66.6900","202512","06","107,500","11동","2","개인","개인","1988","여의대방로 22","-","중개거래","서울 동작구","26.02.27"
"1145","서울특별시 강서구 염창동","298","0298","0000","일신건영휴먼빌","84.9300","202512","06","96,000","-","13","개인","개인","2004","양천로71가길 22","-","중개거래","서울 강서구","-"
"1146","서울특별시 은평구 증산동","244","0244","0000","DMC우방","84.9900","202512","06","95,300","-","11","개인","개인","2000","증산로3길 26-1","20260128","중개거래","서울 은평구","-"
"1147","서울특별시 강동구 성내동","295","0295","0000","성안마을청구","84.9600","202512","06","110,000","102","1","개인","개인","2002","풍성로 114-1","-","중개거래","서울 강동구","26.03.18"
"1148","서울특별시 은평구 증산동","244","0244","0000","DMC우방","84.9900","202512","06","95,300","103","11","개인","개인","2000","증산로3길 26-1","-","중개거래","서울 은평구","26.03.06"
"1149","서울특별시 종로구 명륜2가","4","0004","0000","아남1","84.8000","202512","06","110,000","제101","19","개인","개인","1995","창경궁로 265","-","중개거래","서울 종로구","26.02.24"
"1150","서울특별시 강서구 내발산동","659-1","0659","0001","강서월드메르디앙","84.8945","202512","06","95,000","102","5","개인","개인","2006","공항대로42길 54-26","-","중개거래","서울 강남구, 서울 강서구","26.03.03"
"1151","서울특별시 성북구 종암동","133","0133","0000","래미안세레니티","84.9200","202512","06","110,000","213","9","개인","개인","2009","종암로23길 35","-","중개거래","서울 성북구","26.02.06"
